CCY,TradeType,Firm,Size,Tenor,Spread
CAD,Vanilla Outright,BMO,-500000.0,1Y,1.5
CAD,Vanilla Outright,BMO,-1000000.0,1Y,2.0
CAD,Vanilla Outright,BMO,-2000000.0,1Y,4.5
CAD,Vanilla Outright,BMO,-5000000.0,1Y,6.0
CAD,Vanilla Outright,BMO,-10000000.0,1Y,9.0
CAD,Vanilla Outright,BMO,-200000.0,2Y,0.5
CAD,Vanilla Outright,BMO,-500000.0,2Y,1.5
CAD,Vanilla Outright,BMO,-1000000.0,2Y,2.0
CAD,Vanilla Outright,BMO,-2000000.0,2Y,4.5
CAD,Vanilla Outright,BMO,-5000000.0,2Y,6.0
CAD,Vanilla Outright,BMO,-10000000.0,2Y,9.0
CAD,Vanilla Outright,BMO,-200000.0,5Y,1.0
CAD,Vanilla Outright,BMO,-500000.0,5Y,1.5
CAD,Vanilla Outright,BMO,-1000000.0,5Y,2.0
CAD,Vanilla Outright,BMO,-2000000.0,5Y,5.25
CAD,Vanilla Outright,BMO,-5000000.0,5Y,6.75
CAD,Vanilla Outright,BMO,-10000000.0,5Y,10.5
CAD,Vanilla Outright,BMO,-200000.0,10Y,1.5
CAD,Vanilla Outright,BMO,-500000.0,10Y,2.0
CAD,Vanilla Outright,BMO,-1000000.0,10Y,2.5
CAD,Vanilla Outright,BMO,-2000000.0,10Y,6.0
CAD,Vanilla Outright,BMO,-5000000.0,10Y,7.5
CAD,Vanilla Outright,BMO,-10000000.0,10Y,11.25
CAD,Vanilla Outright,BMO,-200000.0,30Y,2.0
CAD,Vanilla Outright,BMO,-500000.0,30Y,2.5
CAD,Vanilla Outright,BMO,-1000000.0,30Y,3.0
CAD,Vanilla Outright,BMO,-2000000.0,30Y,6.75
CAD,Vanilla Outright,BMO,-5000000.0,30Y,9.0
CAD,Vanilla Outright,BMO,-10000000.0,30Y,13.5
CAD,Vanilla Outright,TD,200000.0,1Y,
CAD,Vanilla Outright,TD,500000.0,1Y,
CAD,Vanilla Outright,TD,1000000.0,1Y,
CAD,Vanilla Outright,TD,2000000.0,1Y,
CAD,Vanilla Outright,TD,5000000.0,1Y,
CAD,Vanilla Outright,TD,10000000.0,1Y,
CAD,Vanilla Outright,TD,200000.0,2Y,
CAD,Vanilla Outright,TD,500000.0,2Y,
CAD,Vanilla Outright,TD,1000000.0,2Y,
CAD,Vanilla Outright,TD,2000000.0,2Y,
CAD,Vanilla Outright,TD,5000000.0,2Y,
CAD,Vanilla Outright,TD,10000000.0,2Y,
CAD,Vanilla Outright,TD,200000.0,5Y,
