CCY,TradeType,Firm,Size,Tenor,Spread
MXN,Vanilla Outright,TD,200000000.0,1Y,70.0
MXN,Vanilla Outright,TD,4000000.0,2Y,5.0
MXN,Vanilla Outright,TD,10000000.0,2Y,10.0
MXN,Vanilla Outright,TD,20000000.0,2Y,20.0
MXN,Vanilla Outright,TD,40000000.0,2Y,40.0
MXN,Vanilla Outright,TD,100000000.0,2Y,55.0
MXN,Vanilla Outright,TD,200000000.0,2Y,70.0
MXN,Vanilla Outright,TD,4000000.0,5Y,10.0
MXN,Vanilla Outright,TD,10000000.0,5Y,15.0
MXN,Vanilla Outright,TD,20000000.0,5Y,25.0
MXN,Vanilla Outright,TD,40000000.0,5Y,45.0
MXN,Vanilla Outright,TD,100000000.0,5Y,60.0
MXN,Vanilla Outright,TD,200000000.0,5Y,75.0
MXN,Vanilla Outright,TD,4000000.0,10Y,10.0
MXN,Vanilla Outright,TD,10000000.0,10Y,15.0
MXN,Vanilla Outright,TD,20000000.0,10Y,25.0
MXN,Vanilla Outright,TD,40000000.0,10Y,45.0
MXN,Vanilla Outright,TD,100000000.0,10Y,60.0
MXN,Vanilla Outright,TD,200000000.0,10Y,75.0
MXN,Vanilla Outright,TD,-4000000.0,1Y,5.0
MXN,Vanilla Outright,TD,-10000000.0,1Y,10.0
MXN,Vanilla Outright,TD,-20000000.0,1Y,20.0
MXN,Vanilla Outright,TD,-40000000.0,1Y,40.0
MXN,Vanilla Outright,TD,-100000000.0,1Y,55.0
MXN,Vanilla Outright,TD,-200000000.0,1Y,70.0
MXN,Vanilla Outright,TD,-4000000.0,2Y,5.0
MXN,Vanilla Outright,TD,-10000000.0,2Y,10.0
MXN,Vanilla Outright,TD,-20000000.0,2Y,20.0
MXN,Vanilla Outright,TD,-40000000.0,2Y,40.0
MXN,Vanilla Outright,TD,-100000000.0,2Y,55.0
MXN,Vanilla Outright,TD,-200000000.0,2Y,70.0
MXN,Vanilla Outright,TD,-4000000.0,5Y,10.0
MXN,Vanilla Outright,TD,-10000000.0,5Y,15.0
MXN,Vanilla Outright,TD,-20000000.0,5Y,25.0
MXN,Vanilla Outright,TD,-40000000.0,5Y,45.0
MXN,Vanilla Outright,TD,-100000000.0,5Y,60.0
MXN,Vanilla Outright,TD,-200000000.0,5Y,75.0
MXN,Vanilla Outright,TD,-4000000.0,10Y,10.0
MXN,Vanilla Outright,TD,-10000000.0,10Y,15.0
MXN,Vanilla Outright,TD,-20000000.0,10Y,25.0
MXN,Vanilla Outright,TD,-40000000.0,10Y,45.0
MXN,Vanilla Outright,TD,-100000000.0,10Y,60.0
MXN,Vanilla Outright,TD,-200000000.0,10Y,75.0
MXN,Vanilla Outright,Credit Suisse,4000000.0,1Y,6.0
MXN,Vanilla Outright,Credit Suisse,10000000.0,1Y,8.0
MXN,Vanilla Outright,Credit Suisse,20000000.0,1Y,10.0
MXN,Vanilla Outright,Credit Suisse,40000000.0,1Y,14.0
MXN,Vanilla Outright,Credit Suisse,100000000.0,1Y,23.0
MXN,Vanilla Outright,Credit Suisse,200000000.0,1Y,28.0
MXN,Vanilla Outright,Credit Suisse,4000000.0,2Y,10.0
MXN,Vanilla Outright,Credit Suisse,10000000.0,2Y,12.0
MXN,Vanilla Outright,Credit Suisse,20000000.0,2Y,14.0
MXN,Vanilla Outright,Credit Suisse,40000000.0,2Y,18.0
MXN,Vanilla Outright,Credit Suisse,100000000.0,2Y,28.0
MXN,Vanilla Outright,Credit Suisse,200000000.0,2Y,32.0
MXN,Vanilla Outright,Credit Suisse,4000000.0,5Y,12.0
MXN,Vanilla Outright,Credit Suisse,10000000.0,5Y,14.0
MXN,Vanilla Outright,Credit Suisse,20000000.0,5Y,16.0
MXN,Vanilla Outright,Credit Suisse,40000000.0,5Y,24.0
MXN,Vanilla Outright,Credit Suisse,100000000.0,5Y,34.0
MXN,Vanilla Outright,Credit Suisse,200000000.0,5Y,37.0
MXN,Vanilla Outright,Credit Suisse,4000000.0,10Y,14.0
MXN,Vanilla Outright,Credit Suisse,10000000.0,10Y,16.0
MXN,Vanilla Outright,Credit Suisse,20000000.0,10Y,18.0
MXN,Vanilla Outright,Credit Suisse,40000000.0,10Y,26.0
MXN,Vanilla Outright,Credit Suisse,100000000.0,10Y,36.0
MXN,Vanilla Outright,Credit Suisse,200000000.0,10Y,40.0
MXN,Vanilla Outright,Credit Suisse,-4000000.0,1Y,9.0
MXN,Vanilla Outright,Credit Suisse,-10000000.0,1Y,11.0
MXN,Vanilla Outright,Credit Suisse,-20000000.0,1Y,13.0
MXN,Vanilla Outright,Credit Suisse,-40000000.0,1Y,17.0
MXN,Vanilla Outright,Credit Suisse,-100000000.0,1Y,26.0
MXN,Vanilla Outright,Credit Suisse,-200000000.0,1Y,31.0
MXN,Vanilla Outright,Credit Suisse,-4000000.0,2Y,13.0
MXN,Vanilla Outright,Credit Suisse,-10000000.0,2Y,15.0
MXN,Vanilla Outright,Credit Suisse,-20000000.0,2Y,17.0
MXN,Vanilla Outright,Credit Suisse,-40000000.0,2Y,21.0
MXN,Vanilla Outright,Credit Suisse,-100000000.0,2Y,31.0
MXN,Vanilla Outright,Credit Suisse,-200000000.0,2Y,35.0
MXN,Vanilla Outright,Credit Suisse,-4000000.0,5Y,15.0
MXN,Vanilla Outright,Credit Suisse,-10000000.0,5Y,17.0
MXN,Vanilla Outright,Credit Suisse,-20000000.0,5Y,19.0
MXN,Vanilla Outright,Credit Suisse,-40000000.0,5Y,27.0
MXN,Vanilla Outright,Credit Suisse,-100000000.0,5Y,37.0
MXN,Vanilla Outright,Credit Suisse,-200000000.0,5Y,40.0
MXN,Vanilla Outright,Credit Suisse,-4000000.0,10Y,17.0
MXN,Vanilla Outright,Credit Suisse,-10000000.0,10Y,19.0
MXN,Vanilla Outright,Credit Suisse,-20000000.0,10Y,21.0
MXN,Vanilla Outright,Credit Suisse,-40000000.0,10Y,29.0
MXN,Vanilla Outright,Credit Suisse,-100000000.0,10Y,39.0
MXN,Vanilla Outright,Credit Suisse,-200000000.0,10Y,45.0
MXN,Vanilla Outright,HSBC,4000000.0,1Y,6.0
MXN,Vanilla Outright,HSBC,10000000.0,1Y,12.5
MXN,Vanilla Outright,HSBC,20000000.0,1Y,25.0
MXN,Vanilla Outright,HSBC,40000000.0,1Y,50.0
MXN,Vanilla Outright,HSBC,100000000.0,1Y,100.0
MXN,Vanilla Outright,HSBC,200000000.0,1Y,200.0
MXN,Vanilla Outright,HSBC,4000000.0,2Y,6.25
MXN,Vanilla Outright,HSBC,10000000.0,2Y,12.5
MXN,Vanilla Outright,HSBC,20000000.0,2Y,25.0
